id,listing_url,host_response_rate,host_acceptance_rate,host_picture_url,street,neighbourhood_cleansed,latitude,longtitude,property_type,room_type,accomodates,bathrooms,bedrooms,beds,bed_type,price,security_deposit,cleaning_fee,extra_people,number_of_reviews,review_scores_rating,cancellation_policy,wireless_internet,smoke_detector,air_conditioning,heating,cable_tv,washer,dryer,family_kid_friendly,kitchen,free_parking,carbon_monoxide,pets_allowed,essentials,checkin_24hr,lock_on_bedroom_door,pool,hair_dryer,gym,wheelchair_accessible,iron,shampoo,hangers,first_aid_kit,elevator,comments
6951829,https://www.airbnb.com/rooms/6951829,98,55,https://a2.muscache.com/im/users/30283594/profile_pic/1427748834/original.jpg?aki_policy=profile_x_medium,"Brookline Avenue, Boston, MA 02215, United States",Fenway,42.34506184,-71.10172523,Apartment,Entire home/apt,5,2,2,2,Real Bed,319,0,100,0,1,100,strict,1,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,It's really a great stay! The room is spacious and the kitchen even includes a complete set of cookware. Have everything you can possibly think of.
6838488,https://www.airbnb.com/rooms/6838488,100,100,https://a2.muscache.com/im/users/14785487/profile_pic/1398606448/original.jpg?aki_policy=profile_x_medium,"Holman Street, Boston, MA 02134, United States",Allston,42.35769453,-71.12869547,House,Entire home/apt,8,2.5,4,6,Real Bed,550,0,200,100,6,85,strict,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,"Nice neighborhood, good area with a bunch of eating options nearby. Clean place, plenty of room. Upstairs sleeping situation was a bit cramped, but the rest was fine."
6844012,https://www.airbnb.com/rooms/6844012,98,55,https://a2.muscache.com/im/users/30283594/profile_pic/1427748834/original.jpg?aki_policy=profile_x_medium,"Brookline Avenue, Boston, MA 02215, United States",Fenway,42.3437529,-71.10035283,Apartment,Entire home/apt,5,2,2,2,Real Bed,199,0,100,0,1,100,strict,1,0,1,1,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,"The apartment is simply amazing, a real 5 stars experience. Check in and checkout was very smooth with no problem. Kara was very helpful and responsive, would love to stay here again"
22212,https://www.airbnb.com/rooms/22212,89,45,https://a2.muscache.com/im/users/25188/profile_pic/1265272246/original.jpg?aki_policy=profile_x_medium,"Hereford St, Boston, MA 02115, United States",Back Bay,42.34995448,-71.08660245,Apartment,Entire home/apt,5,1,2,2,Real Bed,285,0,0,0,23,84,super_strict_30,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Awesome! Clean and the keypads make it very easy.
6850880,https://www.airbnb.com/rooms/6850880,100,91,https://a0.muscache.com/im/users/22348222/profile_pic/1441049651/original.jpg?aki_policy=profile_x_medium,"Columbus Avenue, Boston, MA 02116, United States",South End,42.34399514,-71.07656684,Apartment,Entire home/apt,2,1,0,1,Real Bed,137,0,225,0,1,80,strict,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Great location. Having a lock box instead of a key made things very practical.  The place was clean and the description is accurate.  Having to leave the room to go to the bathroom seemed uncomfortable at first but it ends up being only a minor concern.
13926704,https://www.airbnb.com/rooms/13926704,100,94,https://a2.muscache.com/im/users/40995423/profile_pic/1439170344/original.jpg?aki_policy=profile_x_medium,"Gladstone Street, Boston, MA 02128, United States",East Boston,42.3898975,-71.00338987,Apartment,Private room,1,1,1,1,Real Bed,48,100,50,0,0,0,flexible,1,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,
6851459,https://www.airbnb.com/rooms/6851459,100,91,https://a0.muscache.com/im/users/22348222/profile_pic/1441049651/original.jpg?aki_policy=profile_x_medium,"Columbus Avenue, Boston, MA 02116, United States",South End,42.34367971,-71.07700349,Apartment,Entire home/apt,2,1,0,1,Real Bed,150,0,225,0,4,85,strict,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Great place! I stayed here for three weeks while rotating at Tufts Medical Center. Excellent location, t quite as convenient as a build in cook-top would be!
Overall I would definitely recommend the place to anyone, especially young professionals and would definitely stay again!"
6870485,https://www.airbnb.com/rooms/6870485,80,100,https://a2.muscache.com/im/users/886871/profile_pic/1313715373/original.jpg?aki_policy=profile_x_medium,"Newport Street, Boston, MA 02125, United States",Dorchester,42.31873349,-71.0536317,Apartment,Private room,1,1,1,1,Real Bed,65,0,25,20,7,89,flexible,1,1,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,"Nathan was very accommodating and communicative throughout my stay. The street and neighborhood are quiet, and there are plenty of restaurants and bars just a few blocks away. The bed was comfortable, the house was clean, and my housemates were polite."
6879036,https://www.airbnb.com/rooms/6879036,100,91,https://a0.muscache.com/im/users/22348222/profile_pic/1441049651/original.jpg?aki_policy=profile_x_medium,"Newbury Street, Boston, MA 02116, United States",Back Bay,42.35030731,-71.08285058,Apartment,Entire home/apt,2,1,0,1,Real Bed,150,0,225,0,6,100,strict,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,The apartment was in a great location. It had everything we needed to feel at home. This would be the first place I would look if I were to take another trip to Boston. 
6990023,https://www.airbnb.com/rooms/6990023,91,100,https://a1.muscache.com/im/users/22500410/profile_pic/1413292788/original.jpg?aki_policy=profile_x_medium,"Heath Street, Boston, MA 02130, United States",Mission Hill,42.32939204,-71.10981426,Apartment,Private room,2,1,1,1,Real Bed,88,0,30,20,20,95,strict,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,0,0,1,1,1,0,0,"Great host! Super friendly and helpful. He is easily reachable and never gets in your way. 

The apartment is very clean and comfortable. The room is large and has a private bathroom. 

I stayed here for 2 weeks and had a great time. Babak is my preferred host for staying in Boston and Ill certainly be staying with him again. "
6990904,https://www.airbnb.com/rooms/6990904,50,100,https://a2.muscache.com/im/users/16337422/profile_pic/1436286056/original.jpg?aki_policy=profile_x_medium,"Egleston Street, Boston, MA 02130, United States",Jamaica Plain,42.31530071,-71.09976783,House,Private room,2,2,1,1,Real Bed,73,0,50,0,19,99,moderate,1,1,1,1,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,"A great place to stay to explore Boston! The room was bright and clean and bed was really comfy. It''s just a short walk to the train and there are lots of great cafés close by. 
"
7008455,https://www.airbnb.com/rooms/7008455,31,97,https://a0.muscache.com/im/users/14338710/profile_pic/1434317783/original.jpg?aki_policy=profile_x_medium,"S Huntington Ave, Boston, MA 02130, United States",Mission Hill,42.3308382,-71.11115387,Apartment,Entire home/apt,2,1,1,1,Real Bed,100,0,13,0,3,93,flexible,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Veronica nous a accueilli chaleureusement, elle s''est présentée à l''heure prévue à notre point de rencontre. L''appartement était propre et comme sur les photos. Elle nous a suggéré des noms de restaurants et a répondu à plusieurs de nos questions. Nous avons eu une agréable première expérience avec airbnb."
7033732,https://www.airbnb.com/rooms/7033732,100,93,https://a0.muscache.com/im/users/5256414/profile_pic/1411525537/original.jpg?aki_policy=profile_x_medium,"Sumner Street, Boston, MA 02128, United States",East Boston,42.3670982,-71.03334924,Apartment,Entire home/apt,3,1,0,2,Real Bed,110,0,25,0,60,95,moderate,1,1,0,1,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,"Great host, and good location! Close to subway and public transportation to get around.... Thanks Hayley "
7246272,https://www.airbnb.com/rooms/7246272,100,100,https://a2.muscache.com/im/pictures/2faed73f-3226-4dfb-9135-b0b4e70ecb6c.jpg?aki_policy=profile_x_medium,"Sumner Street, Boston, MA 02125, United States",Dorchester,42.31775603,-71.06167666,Condominium,Private room,2,1,1,1,Real Bed,108,0,25,0,37,96,moderate,1,1,1,1,1,1,1,0,1,1,1,0,1,0,0,0,1,0,0,1,1,1,1,0,"Alex was extremely helpful and accommodating. He gave us a map of the area, gave us suggestions for places to go out/restaurants, and even provided us with a Charlie card (to use for public transit)! 

The listing is just like the pictures: extremely clean, lovely, and pleasant all-around. Essentially, Alex keeps a nice home. 

I''d read online that Dorchester is a rougher part of Boston, so I asked Alex about this. He reassured me that as long as we stay on big streets, we''d be fine; I didn''t at any point feel insecure in my safety. The neighborhood''s cute and within walking distance of various restaurants. "
7474044,https://www.airbnb.com/rooms/7474044,100,91,https://a0.muscache.com/im/users/22348222/profile_pic/1441049651/original.jpg?aki_policy=profile_x_medium,"Newbury Street, Boston, MA 02116, United States",Back Bay,42.34935164,-71.08201364,Apartment,Entire home/apt,2,1,0,1,Real Bed,148,0,225,0,1,100,strict,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Location, location, location. Fast response, no keys to keep track of, everything is walking distance. Thank you for hosting at last minute. "
7054058,https://www.airbnb.com/rooms/7054058,100,95,https://a2.muscache.com/im/pictures/a1e14687-e7e0-4b8d-93d8-23f0e823f389.jpg?aki_policy=profile_x_medium,"Sutherland Road, Boston, MA 02135, United States",Brighton,42.33717042,-71.14965431,Apartment,Entire home/apt,4,1,2,2,Real Bed,150,0,10,0,14,96,moderate,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,0,1,0,0,1,1,1,0,0,"Marlo and Matt are great hosts. Everything was clean and convenient. Eventhough we had a very short stay, we really enjoyed it. Marlo''s bedroom is spacious and comfy (there is enough space for an airmattress if needed-there is one at the apartment). Matt was very welcoming; he gave us tips of places to visit and it was always accurate and interesting. The location of the apartment is very convenient, close to public transportations and lots of restaurants/cvs etc around. Neighborhood is very safe. We highly recommend this apartment and Matt and Marlo as hosts!
Tout etait parfait chez Matt et Marlo. La chambre de Marlo est confortable et spatieuse. Ce sont de grands voyageurs et ils ont tout prevu pour le confort de ceux qui veulent exporer Boston, les universites etc. Transports publics totalement surs et tres pratiques a quelques pas de chez eux. Tout etait tres propre aussi. Je recommande  totalement ces hotes et leur appartement!!! Merci Matt et Marlo**** :)"
7287822,https://www.airbnb.com/rooms/7287822,100,100,https://a1.muscache.com/im/users/17844905/profile_pic/1438895475/original.jpg?aki_policy=profile_x_medium,"Rockview Street, Boston, MA 02130, United States",Jamaica Plain,42.31527369,-71.10846155,Apartment,Entire home/apt,4,1,1,4,Real Bed,130,0,45,30,59,99,moderate,1,1,1,1,1,0,1,1,1,0,1,0,1,1,0,0,1,0,0,1,1,1,1,0,Mrs. Susie is a very friendly person. The house is beautiful and clean. We had a good time there. 
7095320,https://www.airbnb.com/rooms/7095320,100,100,https://a2.muscache.com/im/users/37189820/profile_pic/1435723874/original.jpg?aki_policy=profile_x_medium,"Shawmut Avenue, Boston, MA 02118, United States",South End,42.33971998,-71.07510804,Apartment,Entire home/apt,4,1,2,2,Real Bed,150,0,50,0,2,70,flexible,1,1,1,1,1,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,"Tommy''s place was really good, Fantastic view from the rooftop :) The view is amazing, I recommend you this place, really good for informations, tommy''s brother was hère to give us the keys and was nice with us. Thank you good place for summer because we have aces to the clim."
7095658,https://www.airbnb.com/rooms/7095658,100,100,https://a2.muscache.com/im/users/37189820/profile_pic/1435723874/original.jpg?aki_policy=profile_x_medium,"Shawmut Avenue, Boston, MA 02118, United States",South End,42.34042312,-71.07512874,Apartment,Entire home/apt,4,1,2,2,Real Bed,199,0,80,0,2,90,flexible,1,1,1,1,1,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,"Tommy was a very responsive host, quick to answer our messages and ready to help. The flat is globally nice even if some doors in the  kitchen need fixing. The neighbourhood is nice too, it didn''t take us long to get to the center of Boston. "
7113260,https://www.airbnb.com/rooms/7113260,100,75,https://a2.muscache.com/im/pictures/18864e1c-5767-450e-b9bf-30ccd4fd44cc.jpg?aki_policy=profile_x_medium,"Terrace Street, Roxbury Crossing, MA 02120, United States",Mission Hill,42.32766481,-71.09896306,Loft,Private room,2,1,1,1,Real Bed,90,0,50,0,23,95,strict,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,0,1,1,1,1,1,1,"Just great! A big part of the pleasure of our trip to Boston was the place we had. Nice, and with a very comfortable double bed. Go for it you will not regret."
7509273,https://www.airbnb.com/rooms/7509273,99,93,https://a2.muscache.com/im/users/26956083/profile_pic/1422641199/original.jpg?aki_policy=profile_x_medium,"Litchfield Street, Boston, MA 02135, United States",Brighton,42.36088059,-71.14139967,Apartment,Private room,1,1,1,1,Real Bed,69,0,25,20,7,94,strict,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,"Todd is awesome! Great host, nice room nice location. Would definitely recommend. "
7214920,https://www.airbnb.com/rooms/7214920,100,56,https://a2.muscache.com/im/users/20062444/profile_pic/1408111773/original.jpg?aki_policy=profile_x_medium,"East Brookline Street, Boston, MA 02118, United States",South End,42.33683259,-71.0694973,Condominium,Entire home/apt,3,1,2,2,Real Bed,250,0,20,50,13,92,flexible,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0,1,1,1,1,0,"We had little time in the area but it looked like it would be a fun area to explore with lots of interesting restaurants. The nearby diner was a hoot.  Our host at the Airbnb wasn''t there but left instructions on how to get in and info about the condo. The second bedroom was small and the mattress appeared to be an air mattress.
The condo was clean and well appointed."
7244031,https://www.airbnb.com/rooms/7244031,100,25,https://a2.muscache.com/im/users/22052842/profile_pic/1412361096/original.jpg?aki_policy=profile_x_medium,"Joy Street, Boston, MA 02114, United States",Beacon Hill,42.36002601,-71.06484687,Apartment,Entire home/apt,3,1,1,1,Real Bed,125,0,35,25,6,97,strict,1,1,1,1,0,1,1,0,1,0,1,0,1,1,0,0,1,0,0,1,1,1,0,0,"Greg''s place was the quintessential Beacon Hill experience. We joked that our host must have (SENSITIVE CONTENTS HIDDEN)d how to decorate a Beacon Hill lawyer''s apartment and done that to a T :) We also felt so welcomed by the fresh cut flowers on every windowsill, the Greek yogurt and fruit he provided for us in the fridge, and the delicious coffee.

Just a few blocks away from Boston''s Public Gardens, this is THE perfect place to stay if you want to be centrally located to all the sights of the city. Each day, we enjoyed walking up the quaint street and through the beautiful gardens on our way to the Arlington T stop. The apartment is also right near a wine shop and several restaurants. I honestly could not have asked for more in an AirBnB stay!"
7264674,https://www.airbnb.com/rooms/7264674,100,50,https://a0.muscache.com/im/users/6055747/profile_pic/1408503203/original.jpg?aki_policy=profile_x_medium,"Gloucester Street, Boston, MA 02115, United States",Back Bay,42.35064855,-71.08375482,Apartment,Entire home/apt,3,1,1,1,Real Bed,200,0,80,0,15,92,strict,1,1,1,0,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,"This apartment was absolutely perfect for our long graduation weekend stay in Boston, I couldn''t have been happier.  Krissy was attentive and available if needed, although, everything went so smoothly we didn''t really need to contact her at all.  

Thank you Krissy for opening up your lovely home!"
10945558,https://www.airbnb.com/rooms/10945558,77,33,https://a2.muscache.com/im/pictures/a83a0b23-8991-44f3-9179-4d5879cbe3bb.jpg?aki_policy=profile_x_medium,"Garrison Street, Boston, MA 02116, United States",Back Bay,42.34668562,-71.07957332,Apartment,Entire home/apt,6,1,2,2,Real Bed,349,0,0,0,0,0,strict,1,0,1,1,1,0,1,1,1,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,
7292184,https://www.airbnb.com/rooms/7292184,100,100,https://a2.muscache.com/im/pictures/691bb62e-b0c6-4c8a-86eb-f6462e14c74e.jpg?aki_policy=profile_x_medium,"King Street, Boston, MA 02122, United States",Dorchester,42.29456314,-71.05566392,Condominium,Private room,1,1,1,1,Real Bed,60,0,10,10,21,93,strict,1,1,1,1,0,1,1,0,1,1,1,0,1,0,0,0,0,0,0,1,1,1,1,0,"Although I did not actually end up staying at Mounir''s place, he was incredibly understanding, kind, and flexible. Given my circumstances, he even gave me a partial refund. His hospitality was definitely noted! "
7310887,https://www.airbnb.com/rooms/7310887,100,100,https://a1.muscache.com/im/users/38302832/profile_pic/1437703156/original.jpg?aki_policy=profile_x_medium,"Corey Road, Boston, MA 02135, United States",Brighton,42.34553887,-71.13819017,Apartment,Entire home/apt,5,1,3,4,Real Bed,285,0,95,75,72,98,flexible,1,1,1,1,0,1,1,1,1,1,1,0,1,0,0,0,1,0,0,1,1,1,0,0,"It is really a fantastic experience to stay at Jacklyn''s apartment!

Very clean and spacious! Lots of amenities. I will definitely do it again in the future!"
7511737,https://www.airbnb.com/rooms/7511737,100,91,https://a0.muscache.com/im/users/22348222/profile_pic/1441049651/original.jpg?aki_policy=profile_x_medium,"Columbus Avenue, Boston, MA 02116, United States",South End,42.34422219,-71.07537506,Apartment,Entire home/apt,2,1,0,1,Real Bed,150,0,225,0,1,100,strict,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Alicia was most responsive. She responded in a timely manner to all of our questions and was even able to accommodate us moving in a little early to the studio. When there arose the need to come to the studio, she gave us plenty of notice and arrives with the handyman who was to do the light bulb change. "
7434871,https://www.airbnb.com/rooms/7434871,100,100,https://a0.muscache.com/im/users/38945687/profile_pic/1437334763/original.jpg?aki_policy=profile_x_medium,"Oak Street, Boston, MA 02111, United States",Chinatown,42.34939321,-71.06263704,Condominium,Entire home/apt,8,1,3,4,Real Bed,383,0,70,25,57,86,strict,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,0,1,0,0,1,1,1,1,0,Lee's place is very well located in Chinatown and is only about a 10 minute walk to the Boston Commons. The apartment is a little older but very clean and cozy. The beds are very comfortable. I would recommend this place for groups of 3 or more people.
7449448,https://www.airbnb.com/rooms/7449448,100,95,https://a2.muscache.com/im/pictures/22bd6d56-fc7c-44a1-8eeb-960be2167399.jpg?aki_policy=profile_x_medium,"Balsam Street, Boston, MA 02124, United States",Dorchester,42.28664049,-71.08803895,House,Private room,1,1,1,1,Real Bed,45,0,10,0,13,92,moderate,1,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,1,1,0,"Frederique was an amazing host. Great communication and very accommodating - the only thing I regret is that we didn''t get a chance to meet in person. This was my first airbnb experience and my host was very patient during the reservation process (as I made some mistakes). Frederique checked in often to be sure that I had everything I needed, accessed the room ok, etc. The room was simple, no frills - and it was exactly what I needed. Great dresser and place to hang my things. The bathroom was very clean and there were some special touches to make it nice. I selected this airbnb for it''s location, which was very convenient for me and it did not disappoint. Easy access to the room and the other tenants were pleasant. I felt very safe and sound - a home away from home. I was in and out due to work demands and wished I could have stayed longer. I would definitely stay again!"
7725279,https://www.airbnb.com/rooms/7725279,100,95,https://a2.muscache.com/im/pictures/22bd6d56-fc7c-44a1-8eeb-960be2167399.jpg?aki_policy=profile_x_medium,"Balsam St, Dorchester, MA 02124, United States",Dorchester,42.28603663,-71.08942826,House,Private room,1,1,1,1,Real Bed,40,0,10,0,21,94,moderate,1,1,0,1,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,"The room was very comfortable, and the owner was very kindfull and explained carefully how to use trains and buses in Boston. "
7514336,https://www.airbnb.com/rooms/7514336,100,91,https://a0.muscache.com/im/users/22348222/profile_pic/1441049651/original.jpg?aki_policy=profile_x_medium,"Temple Street, Boston, MA 02114, United States",Beacon Hill,42.36087383,-71.06299378,Apartment,Entire home/apt,2,1,0,1,Real Bed,155,0,225,0,1,100,strict,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"The apartment was small but clean and very well located. Everything was as expected. Alicia from the company renting this unit was very responsive. 

Used this place for a business trip to office son nearby Beacon Street and it was very convenient. Totally Only issue and this is easy to overcome: You must bring your own toilet paper, as they only promised us 1 complimentary roll for the four night stay."
7832890,https://www.airbnb.com/rooms/7832890,100,91,https://a0.muscache.com/im/users/22348222/profile_pic/1441049651/original.jpg?aki_policy=profile_x_medium,"Temple Street, Boston, MA 02114, United States",Downtown,42.35941706,-71.0623233,Apartment,Entire home/apt,2,1,0,1,Real Bed,155,0,225,0,2,100,strict,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Easy communication; pleasant apartment in the heart of boston with a nice balcony. 
7475215,https://www.airbnb.com/rooms/7475215,100,91,https://a0.muscache.com/im/users/22348222/profile_pic/1441049651/original.jpg?aki_policy=profile_x_medium,"Newbury Street, Boston, MA 02116, United States",Back Bay,42.35097324,-71.08144481,Apartment,Entire home/apt,2,1,0,1,Real Bed,150,0,225,0,6,97,strict,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Staying in Alicia''s room on Newbury Street was wonderful.
it could be the best location for tourists. my favorite Trader Joe''s is just a minute away, Deluca''s Market is right next to the building, CVS is right across, Prudential tower is also a minute away, coffee shops, restaurants, bars, or boutiques, you can find all kinds of business on Newbury street. Green Line Copley train station is just a few minutes. 
the room was very clean, quiet, decent sized for two guests.
Easy and simple check-in/out.
the windows are facing to the back alley, so the view from the windows was not really interesting, but it didn''t bother me and my girlfriend at all. we stayed there for a week, we really had a very relaxed and fun vacation.

the only thing i didn''t like about this room was that there was no hand soap in bathroom, and also no detergent, no sponge to wash dishes/cups/pans after using. so we had to go CVS to buy some stuff for the kitchen.

otherwise, I really love this place!"
7475379,https://www.airbnb.com/rooms/7475379,100,91,https://a0.muscache.com/im/users/22348222/profile_pic/1441049651/original.jpg?aki_policy=profile_x_medium,"Newbury Street, Boston, MA 02116, United States",Back Bay,42.35082186,-71.08203891,Apartment,Entire home/apt,2,1,0,1,Real Bed,150,0,225,0,6,93,strict,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,The location was amazing. It was close to a subway station and walking distance to nice restaurants and shopping areas. The place pretty much had everything that you need for two people. Alicia was great at messaging back if you had any questions. 
7482338,https://www.airbnb.com/rooms/7482338,100,94,https://a0.muscache.com/im/users/37882842/profile_pic/1436364810/original.jpg?aki_policy=profile_x_medium,"Princeton Street, Boston, MA 02128, United States",East Boston,42.37615402,-71.03819742,Apartment,Private room,2,1,1,1,Real Bed,83,0,15,10,51,93,flexible,1,1,1,1,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,"Joe and Patty''s place was great - good location and friendly hosts. Very clean, quiet house with a cosy room. Future guests should specify East Boston if travelling from airport by cab as we experienced some problems. "
7508063,https://www.airbnb.com/rooms/7508063,100,100,https://a1.muscache.com/im/users/2064438/profile_pic/1433380158/original.jpg?aki_policy=profile_x_medium,"East Berkeley Street, Boston, MA 02118, United States",South End,42.34426013,-71.06652566,Apartment,Entire home/apt,6,1,2,2,Real Bed,238,0,15,10,9,96,flexible,1,1,1,1,1,0,1,0,1,0,1,0,1,1,0,0,1,0,0,1,1,1,0,1,"The listing was very beautiful. The apartment is in a central location, so very easy to walk to places (bars, restaurants, etc). Big windows so great natural light, although you will wake up with the sun (that was a plus for me). Also on Sunday there was a great little market outside of the apartment was was nice to go to. "
7508865,https://www.airbnb.com/rooms/7508865,98,55,https://a2.muscache.com/im/users/30283594/profile_pic/1427748834/original.jpg?aki_policy=profile_x_medium,"Fenway Triangle Trilogy, 180 Brookline Ave, Boston, MA 02215, United States",Fenway,42.34351711,-71.10204141,Apartment,Entire home/apt,3,1,1,1,Real Bed,169,0,100,0,3,80,strict,1,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,1,0,1,1,0,0,1,"Great experience to live in this apartment, clean inside and convenient to get anywhere. So many restaurant walking within 5 mins!"
7511838,https://www.airbnb.com/rooms/7511838,99,93,https://a2.muscache.com/im/users/26956083/profile_pic/1422641199/original.jpg?aki_policy=profile_x_medium,"Litchfield Street, Boston, MA 02135, United States",Brighton,42.35874345,-71.14000463,Apartment,Private room,2,3,1,1,Real Bed,85,0,25,20,22,98,strict,1,1,1,1,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,I stayed in the house for one month. I feel very happy. I met a lot of friends and the owner is a very good guy. 
7513605,https://www.airbnb.com/rooms/7513605,100,91,https://a0.muscache.com/im/users/22348222/profile_pic/1441049651/original.jpg?aki_policy=profile_x_medium,"Columbus Avenue, Boston, MA 02116, United States",South End,42.34504558,-71.07576544,Apartment,Entire home/apt,2,1,0,1,Real Bed,155,0,225,0,2,80,strict,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Great find, neighborhood, comfort, and access.  Would definitely like to return.
"
7513906,https://www.airbnb.com/rooms/7513906,100,91,https://a0.muscache.com/im/users/22348222/profile_pic/1441049651/original.jpg?aki_policy=profile_x_medium,"Temple Street, Boston, MA 02114, United States",West Roxbury,42.28009559,-71.16076254,Apartment,Entire home/apt,2,1,0,1,Real Bed,137,0,225,0,1,100,strict,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Alicia was wonderfully responsive and attentive to our needs before and during our stay. The apartment was clean and comfy with all the amenities we could ask for. The neighborhood is safe and quiet, but centrally located to public transit and many cultural and tourist attractions. There are great restaurants and cafes in the area, along with a nice grocery store just a few minutes away. Check in and out was a breeze. Overall this was the perfect place!"
7527677,https://www.airbnb.com/rooms/7527677,100,100,https://a1.muscache.com/im/users/32304279/profile_pic/1430453279/original.jpg?aki_policy=profile_x_medium,"Haskell Street, Boston, MA 02134, United States",Allston,42.3589929,-71.12883794,House,Private room,1,1,1,1,Real Bed,98,0,80,60,2,40,strict,1,1,1,1,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,"Unfortunately not such a nice stay - I planned to stay 10 days but cancelled my booking after the first night. I was given a different room than I booked, which was clearly less nice than the room I had booked (and according to their own profile also 40 USD per night cheaper, so it would have been a 400 USD difference for the 10 nights). I told Grace that this was not ok for me, but she insisted on charging me the original (more expensive) room, although she offered to repay the cleaning fee (80 USD). Her explanation for this was that in the meantime they had raised their prices and the profile was not up to date. I went to sleep because I was just arriving after a 10 hours flight, but the next day I tried to talk to Charles and Grace again. However, it seemed that they did not understand what my problem was and in the end I cancelled the stay. Maybe it was a misunderstanding after all, but I think that if you give someone a less nice room than they booked, you should at least adjust the price. The fact that they did not seem to understand this was very weird for me and I did not feel comfortable there."
7554801,https://www.airbnb.com/rooms/7554801,100,100,https://a1.muscache.com/im/users/14840087/profile_pic/1400606873/original.jpg?aki_policy=profile_x_medium,"Sheridan Street, Boston, MA 02130, United States",Jamaica Plain,42.32235541,-71.10672991,Townhouse,Private room,2,1.5,1,1,Real Bed,65,0,50,0,6,100,moderate,1,1,0,1,0,1,1,0,1,1,1,0,1,0,0,0,1,0,0,1,1,1,1,0,"Carey es una excelente anfitriona, sentí que estaba en mi propia casa. La casa es muy linda y Carey está pendiente de cada detalle para que uno se sienta cómodo (una mañana tenía el desayuno esperándome!!!)El barrio es muy bonito y tranquilo y en bus estás a media hora próximamente del centro. Sin dudas lo recomiendo, espero poder volver algún día!!"
7650016,https://www.airbnb.com/rooms/7650016,100,96,https://a2.muscache.com/im/pictures/17c3b866-21bd-4997-8d27-3d1b890254cd.jpg?aki_policy=profile_x_medium,"Peterborough Street, Boston, MA 02215, United States",Fenway,42.34184082,-71.10138027,Apartment,Entire home/apt,2,1,0,1,Real Bed,130,0,35,0,14,97,flexible,1,0,1,1,1,0,1,1,1,0,1,0,1,0,0,0,1,0,0,1,1,1,0,0,"Ella explained to me very well the location and facilities of the apartment. I just met her for minutes, but she was great. "
